"Device_ID","Device_Type","Operating_System","Department","Vulnerability","Threat","Attack","CPU_Usage","Memory_Usage","Network_Traffic","Failed_Logins","Open_Ports","Patch_Level","Firewall","Antivirus","User_Behaviour_Score","Risk_Score","Compromised","Attack_Probability","Attack_Result","Infection_Level","Threat_Severity"
"DEV0012",1,1,2,4,2,1,0.14274962368289,0.579124984934314,0.463617556114164,1,0.625,1,2,1,0.210623016535828,0.626262626262626,2,0.54,"Blocked","Low","High"
"DEV0013",1,2,4,4,3,3,0.333667837431009,0.954200313366277,0.236780637554779,0.1,0.791666666666667,1,2,1,0.758810756639385,0.525252525252525,1,0.71,"Successful","Low","Medium"
"DEV0014",3,3,5,2,2,1,0.243226292022077,0.043871278775461,0.299179142660112,0.75,0.0833333333333333,1,1,2,0.82445298145983,0.919191919191919,1,0.63,"Successful","Medium","Critical"
"DEV0015",1,2,3,7,1,2,0.160812844957351,0.11208870676148,0.245545347362801,0.8,0.791666666666667,1,1,1,0.788374812092868,0.373737373737374,1,0.28,"Blocked","Low","Low"
"DEV0016",4,4,5,10,2,2,0.974284997491219,0.424972881764493,0.462505283295887,0.3,0.625,2,1,2,0.82979789544012,0.252525252525253,2,0.87,"Successful","High","Low"
"DEV0017",2,3,2,1,4,1,0.112895132965379,0.731469205737013,0.172535759571108,0.85,0.375,1,1,2,0.0183731418072491,0.838383838383838,2,0.38,"Blocked","Medium","Critical"
"DEV0018",3,3,3,4,4,3,0.0688660311088811,0.795227190550801,0.240851556069673,0.45,0.833333333333333,1,2,1,0.374478035744112,0.636363636363636,1,0.23,"Blocked","Medium","High"
"DEV0019",4,1,4,1,1,2,0.748871048670346,0.713028805592383,0.931328276199586,0.95,0.5,2,2,1,0.80808418239519,0.515151515151515,2,0.45,"Blocked","Medium","Medium"
"DEV0020",4,1,4,2,4,2,0.132839939789262,0.155598409063517,0.273552376927013,0.3,0.458333333333333,1,2,2,0.781526641055621,1,2,0.92,"Successful","Low","Critical"
"DEV0021",3,3,1,9,3,1,0.00790265930757651,0.283355429673376,0.238893955909505,0.95,1,2,2,1,0.699014531484884,0.686868686868687,1,0.87,"Successful","Medium","High"
"DEV0022",2,4,2,2,1,3,0.85725037631711,0.374593226467398,0.961025960447578,0.3,0.458333333333333,2,2,2,0.405211291130783,0.818181818181818,2,0.72,"Successful","High","Critical"
"DEV0023",3,1,4,6,2,3,0.337556447566483,0.937929372062191,0.200542789135319,0.6,0.375,1,2,1,0.783698012360114,0.595959595959596,2,0.68,"Successful","Medium","Medium"
"DEV0024",3,3,1,9,3,3,0.490466633216257,0.328311437869109,0.792939292149578,0.7,1,2,1,1,0.585268080841824,0.0505050505050505,2,0.95,"Successful","Low","Low"
"DEV0025",3,2,1,3,4,3,0.572002007024586,0.227311076292636,0.210063844459769,0.4,0.291666666666667,1,2,1,0.530649741105729,0.494949494949495,1,0.69,"Successful","High","Medium"
"DEV0026",4,2,2,7,4,1,0.111013547415956,0.00964203929131012,0.995884590572376,0.95,0.541666666666667,2,2,2,0.79706029731084,0.646464646464647,2,0.73,"Successful","Low","High"
"DEV0027",2,2,3,1,3,3,0.0829152032112393,0.492346631312523,0.277734522723734,0.45,0.958333333333333,1,2,2,0.523133455820945,0.292929292929293,2,0.61,"Successful","Medium","Low"
"DEV0028",1,3,4,1,2,1,0.868163572503763,0.790406170905146,0.818388094231753,0.75,0.916666666666667,2,2,2,0.714715216301988,0.727272727272727,2,0.65,"Successful","Medium","High"
"DEV0029",4,4,5,10,4,1,0.502508780732564,0.650958177654574,0.274464440638,0,0.125,1,2,1,0.275931184232504,0.202020202020202,1,0.42,"Blocked","Low","Low"
"DEV0030",1,4,5,5,2,1,0.492599096838936,0.161383632638303,0.424688007474473,0.5,0.541666666666667,1,2,1,0.226156672791047,0.373737373737374,1,0.31,"Blocked","Medium","Low"
"DEV0031",3,2,5,2,4,3,0.749247365780231,0.990116909726407,0.727804595911285,0.3,0.541666666666667,2,2,2,0.0136963420744947,0.565656565656566,2,0.92,"Successful","Low","Medium"
"DEV0032",1,2,5,2,1,2,0.171600602107376,0.088706761480053,0.642204079816697,0.25,0.208333333333333,1,1,1,0.648571905795891,0.171717171717172,2,0.88,"Successful","Medium","Low"
"DEV0033",4,1,2,9,2,2,0.0321123933768188,0.730866578281307,0.618379196049207,0.4,0.0416666666666667,2,2,1,0.121763821613496,0.383838383838384,2,0.72,"Successful","Medium","Low"
"DEV0034",2,3,2,6,2,3,0.58567486201706,0.236350488128239,0.593330812181612,0.5,0.0416666666666667,1,2,1,0.300150325705696,0.474747474747475,1,0.8,"Successful","Low","Medium"
"DEV0035",1,2,5,2,1,2,0.186151530356247,0.958539231047366,0.682379374012858,0,0.125,2,1,1,0.47051945882746,0.767676767676768,1,0.22,"Blocked","Medium","High"
"DEV0036",3,2,1,2,1,3,0.191169091821375,0.297336386645776,0.898071318933108,0.95,0.208333333333333,2,1,2,0.425254718556873,0.262626262626263,1,0.56,"Blocked","Medium","Low"
"DEV0037",4,4,3,1,4,2,0.96236828901154,0.233096299867422,0.263719885213445,0.2,0.25,2,2,1,0.131618506764657,0.404040404040404,2,0.77,"Successful","Low","Medium"
"DEV0038",4,3,2,2,4,2,0.160812844957351,0.612510545980475,0.36822903921874,0,0.458333333333333,1,1,2,0.18373141807249,0.313131313131313,1,0.36,"Blocked","Medium","Low"
"DEV0039",3,4,2,3,1,2,0.255268439538384,0.0403760395323611,0.765577380819967,0.85,0.375,2,2,2,0.248705528645398,0.353535353535354,2,0.44,"Blocked","Medium","Low"
"DEV0040",2,3,5,4,2,3,0.587305569493226,0.0588164396769917,0.976375325339799,0.95,0.833333333333333,2,1,2,0.491231000501086,0.363636363636364,1,0.37,"Blocked","Medium","Low"
"DEV0041",4,3,5,1,4,2,0.165579528349222,0.813306014222008,0.000333681845483057,0.1,0,1,1,1,0.764823784867212,0.313131313131313,2,0.31,"Blocked","High","Low"
"DEV0042",2,3,3,7,1,3,0.644505770195685,0.131493310835242,0.235490401085578,0.85,0.0833333333333333,2,1,1,0.810088525137799,0.888888888888889,1,0.51,"Blocked","Medium","Critical"
"DEV0043",1,3,3,2,2,3,0.194179628700452,0.0515849102085091,0.870331234845283,0.25,0.0833333333333333,1,2,1,0.740771671955905,0.606060606060606,1,0.51,"Blocked","Medium","High"
"DEV0044",3,2,2,5,3,1,0.531861515303563,0.292635892491262,0.437946299468334,0,0.166666666666667,1,2,1,0.377985635543678,0.606060606060606,2,0.48,"Blocked","Medium","High"
"DEV0045",4,2,2,2,1,3,0.331159056698445,0.089670965409184,0.578960247369475,0.25,0.833333333333333,2,2,1,0.497244028728913,0.0505050505050505,2,0.31,"Blocked","Low","Low"
"DEV0046",3,1,2,4,1,1,0.576643251379829,0.515608051102808,0.449647409516606,0.85,0.833333333333333,2,1,2,0.765992984800401,0.838383838383838,2,0.3,"Blocked","Low","Critical"
"DEV0047",3,1,1,1,2,2,0.573758153537381,0.72942027238761,0.342224100727426,0.65,0.291666666666667,1,2,2,0.877902121262736,0.262626262626263,2,0.37,"Blocked","Low","Low"
"DEV0048",1,1,1,8,4,2,0.27646763672855,0.853682053754369,0.412853424688007,0.6,0.0833333333333333,2,1,1,0.459829630866878,0.151515151515152,2,0.55,"Blocked","Low","Low"
"DEV0049",4,4,5,3,1,1,0.239713998996488,0.477763046884416,0.68266856494561,0.4,0.958333333333333,2,2,1,0.633706363788208,0.0909090909090909,2,0.4,"Blocked","High","Low"
"DEV0050",4,4,3,10,3,3,0.904791771199197,0.298782692539472,0.962449669654973,1,0.375,2,1,2,0.713378987806915,0.0606060606060606,1,0.84,"Successful","High","Low"
"DEV0051",2,1,1,9,1,2,0.579904666332163,0.801735567072436,0.10991479990212,0,0.125,1,2,2,0.424419575747453,0.0808080808080808,2,0.23,"Blocked","Medium","Low"
"DEV0052",3,1,2,5,1,2,0.484821876567988,0.622152585271785,0.257046248303784,0.35,0.458333333333333,1,2,2,0.0599632537163856,0.474747474747475,1,0.53,"Blocked","High","Medium"
"DEV0053",4,1,5,8,1,3,0.759282488710487,0.924309991563216,0.26289680332792,0.35,0.0833333333333333,2,1,1,0.584766995156172,0.616161616161616,1,0.8,"Successful","High","High"
"DEV0054",3,3,3,9,2,1,0.0421475163070748,0.871760877425576,0.716236958601206,0.85,0.166666666666667,2,1,1,0.762652413562719,0.96969696969697,1,0.29,"Blocked","Medium","Critical"
"DEV0055",4,2,1,2,3,3,0.631836427496237,0.819452814270218,0.543189553533691,0.9,0.291666666666667,1,2,1,0.189410389176549,0.696969696969697,2,0.62,"Successful","Medium","High"
"DEV0056",2,4,2,1,2,2,0.624686402408429,0.00277208629625166,0.0485173403332369,0.4,0.666666666666667,2,2,2,0.257725070987139,0.919191919191919,2,0.35,"Blocked","Low","Critical"
"DEV0057",1,2,4,10,1,1,0.774084295032614,0.649029769796312,0.0583053411340734,0.55,0.416666666666667,2,2,1,0.397695005846,0.868686868686869,1,0.3,"Blocked","Medium","Critical"
"DEV0058",3,2,3,1,4,3,0.398394380331159,0.40978666988068,0.136386892977109,0.6,0.916666666666667,1,1,1,0.331217638216135,0.0909090909090909,2,0.76,"Successful","Low","Low"
"DEV0059",1,1,3,5,4,3,0.210361264425489,0.709654091840424,0.483616221386782,0,0.833333333333333,2,1,1,0.0703190245531986,0.212121212121212,1,0.87,"Successful","Low","Low"
"DEV0060",3,2,1,2,3,1,0.643125940792775,0.790888272869712,0.794451983182435,0.9,0.333333333333333,2,1,2,0.603474194087189,0.343434343434343,2,0.48,"Blocked","Medium","Low"
"DEV0061",3,1,2,3,1,2,0.450702458605118,0.557671447511149,0.485173403332369,0.85,0.333333333333333,1,1,2,0.33672958075831,0.494949494949495,2,0.7,"Successful","Medium","Medium"
"DEV0062",2,4,3,7,2,1,0.558830908178625,0.426539713149331,0.152648321580317,0.35,0.333333333333333,2,2,2,0.68982796058126,0.96969696969697,1,0.27,"Blocked","Low","Critical"
"DEV0063",2,3,2,7,3,2,0.747365780230808,0.956490297697963,0.389718150067849,0.85,0.458333333333333,1,1,2,0.95991314514782,0.0909090909090909,1,0.49,"Blocked","Low","Low"
"DEV0064",4,3,1,9,3,3,0.13647767185148,0.773412076654212,0.510622205414544,0.35,0.5,1,1,1,0.310673125104393,0.424242424242424,1,0.41,"Blocked","Low","Medium"
"DEV0065",3,2,2,2,3,1,0.521700953336678,0.520911172713029,0.0972348897737637,0.35,0.0833333333333333,2,1,2,0.430599632537164,0.565656565656566,2,0.81,"Successful","Low","Medium"
"DEV0066",1,2,4,5,3,3,0.12468640240843,0.425334458237917,0.187062042577803,0.35,0.0416666666666667,2,2,1,0.151160848505094,0.101010101010101,1,0.54,"Blocked","Medium","Low"
"DEV0067",3,2,4,5,2,1,0.58429503261415,0.790406170905146,0.878428580962338,1,0,2,2,1,0.361950893602806,0.464646464646465,2,0.81,"Successful","Medium","Medium"
"DEV0068",3,4,2,3,1,1,0.206347215253387,0.804146076895263,0.354258892621182,0.45,0.333333333333333,1,2,2,0.244195757474528,0.909090909090909,1,0.81,"Successful","Low","Critical"
"DEV0069",4,3,3,9,1,1,0.520070245860512,0.173556707243582,0.0679598691967166,0.2,0.166666666666667,1,2,1,0.94721897444463,0.222222222222222,1,0.8,"Successful","High","Low"
"DEV0070",3,4,2,2,4,2,0.857626693426995,0.564300349523924,0.151180121460192,0.95,0.791666666666667,1,1,2,0.102722565558711,0.444444444444444,1,0.53,"Blocked","Medium","Medium"
"DEV0071",1,2,1,4,2,1,0.572629202207727,0.51572857659395,0.0690498965586279,0.9,0.708333333333333,2,2,1,0.256388842492066,0.626262626262626,2,0.77,"Successful","High","High"
"DEV0072",3,3,4,4,1,3,0.676618163572504,0.360371218512715,0.47754321179899,0.25,0.666666666666667,1,1,2,0.871053950225489,0.545454545454545,2,0.67,"Successful","High","Medium"
"DEV0073",4,1,5,4,1,3,0.489839438033116,0.0227793178257201,0.279514159232977,0.55,0.541666666666667,2,2,2,0.0967095373308836,0.393939393939394,2,0.73,"Successful","High","Low"
"DEV0074",3,4,1,7,1,2,0.957727044656297,0.537905266963963,0.53985273507886,0.2,0.333333333333333,1,1,2,0.649574077167196,0.242424242424242,2,0.2,"Blocked","High","Low"
"DEV0075",4,4,1,2,3,2,0.134219769192173,0.555260937688321,0.939492358685738,0.95,0.333333333333333,1,2,2,0.655587105395023,0.131313131313131,1,0.56,"Blocked","Medium","Low"
"DEV0076",1,2,2,1,2,2,0.414576016056197,0.327588284922261,0.351989856071897,0.05,0.458333333333333,1,2,2,0.496074828795724,0.888888888888889,2,0.37,"Blocked","Medium","Critical"
"DEV0077",2,1,1,4,4,3,0.569116909182138,0.0682174279860191,0.542277489822704,0.7,0,1,1,1,0.626357107065308,0.707070707070707,2,0.48,"Blocked","Low","High"
"DEV0078",4,3,4,10,1,1,0.629327646763673,0.918645293479571,0.0234689564656419,0.3,0.541666666666667,2,1,1,0.150325705695674,0.535353535353535,1,0.66,"Successful","Low","Medium"
"DEV0079",2,4,3,9,4,1,0.323507275464124,0.447149572134506,0.602184503815096,0.65,0.25,2,2,1,0.176382161349591,0.737373737373737,1,0.46,"Blocked","Medium","High"
"DEV0080",2,2,1,2,4,1,0.844079277471149,0.892491261901892,0.333570618201232,0.7,0.833333333333333,2,2,1,0.806580925338233,0.363636363636364,1,0.28,"Blocked","Low","Low"
"DEV0081",1,1,2,5,3,3,0.925740090316106,0.405086175726166,0.414076924788112,0.7,0.416666666666667,2,2,1,0.200100217137131,0.626262626262626,2,0.38,"Blocked","Low","High"
"DEV0082",1,4,3,6,2,2,0.900903161063723,0.68386163673617,0.0186194469779547,0.1,0.541666666666667,1,2,2,0.576415567061968,0.717171717171717,1,0.7,"Successful","Low","High"
"DEV0083",4,4,5,9,1,1,0.297290516808831,0.834639026154032,0.606544613262741,0.8,0.375,2,1,1,0.434608318022382,0.424242424242424,1,0.51,"Blocked","Low","Medium"
"DEV0084",2,3,4,1,2,3,0.541896638233818,0.352778112570809,0.217605054167686,0.7,1,2,1,2,0.0420911975947888,0.232323232323232,1,0.79,"Successful","Medium","Low"
"DEV0085",1,1,5,4,2,2,0.560461615654792,0.260335060865373,0.736613796632038,0.05,0.541666666666667,2,1,2,0.245531985969601,1,1,0.28,"Blocked","High","Critical"
"DEV0086",1,3,2,3,4,1,0.827521324636227,0.287694347354466,0.658932663003581,0.05,0.166666666666667,1,1,1,0.349757808585268,0.797979797979798,1,0.53,"Blocked","Low","High"
"DEV0087",4,3,2,8,1,2,0.0223281485198194,0.253224056888032,0.760305207661335,0.3,0.625,2,2,2,0.86086520795056,0.202020202020202,2,0.94,"Successful","Low","Low"
"DEV0088",4,3,3,4,1,2,0.57313095835424,0.190068699529951,0.27984784107846,0.1,0.333333333333333,1,2,1,0.375647235677301,0.595959595959596,2,0.87,"Successful","Low","Medium"
"DEV0089",2,3,1,8,4,3,0.253888610135474,0.0241050982282753,0.914866638489089,0.7,0.166666666666667,1,1,2,0.764990813429096,0.686868686868687,2,0.86,"Successful","High","High"
"DEV0090",3,2,1,9,4,2,0.691294530858003,0.268289743280704,0.118279091495562,0.3,0.833333333333333,1,2,1,0.373475864372808,0.97979797979798,2,0.33,"Blocked","Medium","Critical"
"DEV0091",1,3,5,4,2,1,0.202458605117913,0.732674460648427,0.217649545080417,0.8,0.791666666666667,2,1,2,0,0.252525252525253,1,0.3,"Blocked","High","Low"
"DEV0092",1,2,1,9,3,3,0.177119919719017,0.401590936483066,0.776010499855405,0.05,0.25,1,1,2,0.512944713546016,0.888888888888889,1,0.69,"Successful","Low","Critical"
"DEV0093",3,3,1,10,2,3,0.892122428499749,0.861998312643124,0.436789535737326,0.8,0.791666666666667,1,2,1,0.391514949056289,0.525252525252525,1,0.46,"Blocked","Low","Medium"
"DEV0094",1,2,4,1,3,2,0.461364776718515,0.646980836446909,0.0721865059061687,0.25,0.916666666666667,2,1,1,0.653916819776182,0.262626262626263,2,0.69,"Successful","Low","Low"
"DEV0095",2,3,1,4,2,1,0.439538384345208,0.410630348318669,0.660245144929148,0.45,0.208333333333333,1,1,2,0.404877234007015,0.393939393939394,2,0.44,"Blocked","Medium","Low"
"DEV0096",3,2,1,4,3,2,0.587431008529855,0.981680125346511,0.157942740195315,0.1,0.708333333333333,2,1,2,0.885752463671288,0.545454545454545,2,0.34,"Blocked","High","Medium"
"DEV0097",3,2,3,1,4,3,0.557576517812343,0.93081836808485,0.795319555980691,1,0.416666666666667,1,1,2,0.466176716218473,0.555555555555556,1,0.79,"Successful","High","Medium"
"DEV0098",1,3,3,5,1,1,0.623306573005519,0.776063637459323,0.633572842746869,0.6,0.166666666666667,2,2,2,0.455653916819776,0.252525252525253,1,0.27,"Blocked","Medium","Low"
"DEV0099",4,1,4,3,1,1,0.618163572503763,0.340966614438954,0.369096612016996,0.35,0.75,2,1,1,0.936362117922165,0.111111111111111,1,0.55,"Blocked","Low","Low"
"DEV0100",4,2,4,9,2,1,0.145509282488711,0.258045076533687,0.0298534024425511,1,1,1,2,2,0.26474027058627,0.0606060606060606,2,0.58,"Blocked","Low","Low"
"DEV0101",3,4,5,4,2,1,0.29666332162569,0.158008918886344,0.742330878917981,0.45,0.208333333333333,1,2,2,0.819442124603307,0.505050505050505,2,0.65,"Successful","High","Medium"
"DEV0102",2,3,4,5,2,2,0.765554440541897,0.871158249969869,0.72239895001446,0.65,0.5,2,1,1,0.117588107566394,0.686868686868687,2,0.45,"Blocked","Medium","High"
"DEV0103",1,4,3,9,2,1,0.618289011540392,0.590695432083886,0.291148532912153,0.95,0.25,2,1,1,0.88992817771839,0.545454545454545,2,0.57,"Blocked","Low","Medium"
"DEV0104",3,3,1,3,2,1,0.654039136979428,0.0854525732192359,0.613084777434209,0,0.0416666666666667,2,2,1,0.632704192416903,0.363636363636364,1,0.92,"Successful","Medium","Low"
"DEV0105",2,2,1,8,3,1,0.93527345709985,0.753886947089309,0.365915511756724,0,0.291666666666667,2,1,1,0.47502922999833,0.0606060606060606,1,0.56,"Blocked","High","Low"
"DEV0106",1,1,5,7,1,3,0.609006522829905,0.155718934554658,0.771383444931373,0.5,0.5,2,2,2,0.335059295139469,0.0404040404040404,1,0.87,"Successful","Medium","Low"
"DEV0107",3,4,3,3,4,1,0.73193677872554,0.0674942750391708,0.844304050897604,0.55,0.416666666666667,1,2,1,0.307332553866711,0.545454545454545,1,0.89,"Successful","Medium","Medium"
"DEV0108",4,4,1,4,4,3,0.164074259909684,0.120284440159094,0.84247992347563,0.65,0.708333333333333,1,1,2,0.730916986804744,0.494949494949495,2,0.66,"Successful","High","Medium"
"DEV0109",4,3,3,8,2,2,0.763171098845961,0.0508617572616608,0.0290525660133918,0.25,0.333333333333333,2,1,1,0.756806413896776,0.868686868686869,2,0.51,"Blocked","High","Critical"
"DEV0110",2,4,1,3,1,3,0.783366783743101,0.491141376401109,0.0958556714791004,0.2,0.625,1,1,2,0.192249874728579,0.383838383838384,2,0.31,"Blocked","Medium","Low"
"DEV0111",2,2,4,9,1,3,0.200702458605118,0.518621188381343,0.587435766244744,0.9,0.375,1,2,2,0.684650075162853,0.464646464646465,1,0.9,"Successful","Low","Medium"
"DEV0112",1,3,5,2,4,1,0.407927747114902,0.0331445100638785,0.442484372566903,0.3,0.708333333333333,2,1,1,0.384666778019041,0.626262626262626,1,0.43,"Blocked","High","High"
"DEV0113",2,1,2,7,4,1,0.570998494731561,0.684705315174159,0.822770449135764,0.45,0.875,1,1,1,0.634374478035744,0.121212121212121,1,0.25,"Blocked","Medium","Low"
"DEV0114",4,1,5,2,4,1,0.486954340190667,0.923225262142943,0.0302983115698618,0.15,0.708333333333333,1,2,1,0.104225822615667,0.595959595959596,1,0.91,"Successful","Low","Medium"
"DEV0115",3,1,5,2,2,1,0.615529352734571,0.00940098830902735,0.364669766200254,0.6,0.291666666666667,2,1,1,0.523968598630366,0.494949494949495,1,0.74,"Successful","Low","Medium"
"DEV0116",1,3,4,8,4,1,0.269568489713999,0.767867904061709,0.869864080261607,0.25,0.75,1,1,2,0.711708702188074,0.525252525252525,1,0.31,"Blocked","Low","Medium"
"DEV0117",1,1,1,9,4,2,0.255143000501756,0.043871278775461,0.733899850955442,0.35,0.541666666666667,1,1,1,0.0213796559211625,0.171717171717172,2,0.61,"Successful","Medium","Low"
"DEV0118",2,2,4,4,2,2,0.784244856999498,0.863324093045679,0.936978622116433,0,0.5,1,2,2,0.419742776014699,0.121212121212121,2,0.92,"Successful","High","Low"
"DEV0119",4,2,2,5,4,2,0.54666332162569,0.620947330360371,0.239338865036816,0.7,0.75,2,2,2,0.265909470519459,0.292929292929293,2,0.64,"Successful","Low","Low"
"DEV0120",1,2,5,10,4,1,0.165077772202709,0.485597203808605,0.910662247236002,0.65,0.0416666666666667,2,1,1,0.999331885752464,0.646464646464647,1,0.5,"Blocked","Medium","High"
"DEV0121",3,3,4,5,1,3,0.977170095333668,0.813064963239725,0.567726291904878,0.15,0.333333333333333,1,1,2,0.000334057123768217,0.0505050505050505,1,0.69,"Successful","Low","Low"
"DEV0122",2,1,4,1,3,3,0.488208730556949,0.854525732192359,0.488487976330834,0.65,0.375,2,1,2,0.331384666778019,0.525252525252525,2,0.44,"Blocked","Low","Medium"
"DEV0123",4,3,5,4,2,3,0.163447064726543,0.351572857659395,0.503592641203034,0.95,0.416666666666667,2,2,2,0.94721897444463,0.575757575757576,2,0.43,"Blocked","Medium","Medium"
"DEV0124",4,3,4,9,2,1,0.212242849974912,0.629504640231409,0.430716526149534,0.7,0,1,1,1,0.208451645231335,0.535353535353535,2,0.36,"Blocked","Low","Medium"
"DEV0125",4,2,1,4,1,2,0.710361264425489,0.885259732433409,0.488265521767179,0.2,0.333333333333333,2,2,2,0.347085351595123,0.606060606060606,2,0.48,"Blocked","Low","High"
"DEV0126",1,1,3,5,1,1,0.0995985950827898,0.845486320356755,0.396614241541165,0.85,0.541666666666667,1,2,1,0.977117087021881,0.0404040404040404,2,0.94,"Successful","Low","Low"
"DEV0127",1,4,4,5,4,1,0.13998996487707,0.269615523683259,0.100282517295842,0.1,0.625,2,2,1,0.817437781860698,0.0505050505050505,2,0.32,"Blocked","High","Low"
"DEV0128",4,3,2,4,4,1,0.408931259407928,0.245389899963842,0.841011723355505,0.75,0.541666666666667,1,1,2,0.975112744279272,0.535353535353535,1,0.27,"Blocked","Medium","Medium"
"DEV0129",3,3,5,3,2,1,0.63785750125439,0.433891768108955,0.435032144684448,0.35,0.75,2,2,1,0.589276766327042,0.323232323232323,2,0.31,"Blocked","Low","Low"
"DEV0130",3,3,1,3,3,1,0.022077270446563,0.262745570688201,0.267568349164683,0.7,0.958333333333333,1,1,1,0.939368632036078,0.414141414141414,1,0.72,"Successful","Medium","Medium"
"DEV0131",2,3,5,1,3,3,0.147265429001505,0.911654814993371,0.20721642604498,0.5,0.583333333333333,2,1,2,0.22381827292467,0.181818181818182,1,0.66,"Successful","Medium","Low"
"DEV0132",4,3,5,1,2,1,0.256397390868038,0.690249487766663,0.195671034191266,0.9,0.291666666666667,1,2,1,0.626691164189076,0.0909090909090909,1,0.87,"Successful","High","Low"
"DEV0133",1,3,4,4,1,2,0.723030607124937,0.467518380137399,0.359108402108869,0.9,0.291666666666667,1,1,1,0.228662101219309,0.787878787878788,2,0.7,"Successful","Medium","High"
"DEV0134",1,1,1,6,3,3,0.430883090817862,0.136916957936604,0.666140190866016,0.8,0.625,1,1,1,0.770502755971271,0.96969696969697,1,0.75,"Successful","Medium","Critical"
"DEV0135",1,1,1,6,3,3,0.100727546412444,0.510425454983729,0.847173714768758,0.6,0.5,1,1,1,0.445799231668615,0.313131313131313,2,0.59,"Blocked","Medium","Low"
"DEV0136",2,4,2,2,4,2,0.383090817862519,0.973243340966614,0.1950036705003,0.95,0.125,2,2,2,0.824620010021714,0.363636363636364,2,0.69,"Successful","High","Low"
"DEV0137",1,4,4,6,4,3,0.507902659307576,0.184042424972882,0.284942050586168,0.85,0.708333333333333,1,1,2,0.625020878570236,0.101010101010101,1,0.82,"Successful","Low","Low"
"DEV0138",1,1,5,6,1,2,0.519443050677371,0.592985416415572,0.43262963539697,0.35,0.0416666666666667,2,1,2,0.871889093034909,1,1,0.79,"Successful","Low","Critical"
"DEV0139",1,4,2,2,3,3,0.911314601103864,0.526816921778956,0.486619357996129,0.6,1,2,2,1,0.765825956238517,0.767676767676768,2,0.93,"Successful","Medium","High"
"DEV0140",4,4,2,8,3,2,0.171098845960863,0.755333252983006,0.75739105287745,0.15,0.291666666666667,1,1,1,0.253215299816269,0.434343434343434,2,0.53,"Blocked","Low","Medium"
"DEV0141",2,4,1,5,3,2,0.411440040140492,0.259732433409666,0.540742553333482,0.9,0.375,2,2,1,0.271922498747286,0.818181818181818,2,0.43,"Blocked","High","Critical"
"DEV0142",2,2,1,7,3,2,0.415579528349222,0.617693142099554,0.966209151780749,0.15,0,2,1,2,0.21479873058293,0.474747474747475,2,0.51,"Blocked","Medium","Medium"
"DEV0143",1,4,5,9,2,2,0.457225288509784,0.0359165963601301,0.424465552910818,0.7,0.5,1,2,1,0.540170369133122,0.828282828282828,2,0.21,"Blocked","Low","Critical"
"DEV0144",3,2,3,2,2,1,0.03411941796287,0.959262383994215,0.169599359330857,0.95,0.416666666666667,2,2,1,0.863370636378821,0.181818181818182,1,0.34,"Blocked","High","Low"
